Date,Open,Close,High,Low,Volume
2019-03-30,4104.24,4106.97,4140,4052,19509.292601
2019-03-31,4106.99,4103.95,4116.12,4082.57,13525.087433
2019-04-01,4102.44,4144.56,4158.7,4067,25507.067641
2019-04-02,4144.54,4857.29,4897.99,4140.54,105383.639263
2019-04-03,4857.19,4932.6,5275.01,4753.5,109890.125743
2019-04-04,4932.59,4898.66,5039.08,4777,61054.254168
2019-04-05,4898.64,5004.95,5028.22,4880.62,39768.552806
2019-04-06,5004.96,5043.89,5205,4928.59,41770.842313
2019-04-07,5042.07,5170.27,5234,5026,37615.486804
2019-04-08,5170.27,5236.9,5305,5039,50178.430782
2019-04-09,5238.38,5150,5238.4,5076.68,34067.012311
2019-04-10,5150,5308.25,5422,5135,40073.620471
2019-04-11,5307.86,5017.37,5332.67,4927,54696.600686
2019-04-12,5017.37,5048.01,5080.58,4861.22,33276.678614
2019-04-13,5047,5045.22,5099,5004,17292.456802
2019-04-14,5047.45,5131.3,5152.99,5000,18281.607739
2019-04-15,5131.28,5024.95,5167.38,4950,29057.191581
2019-04-16,5024.95,5173.72,5197.72,5003.94,24242.229493
2019-04-17,5173.72,5202.82,5230.4,5146.8,23307.536134
2019-04-18,5202.41,5258.44,5287,5198.8,22619.239001
2019-04-19,5258.44,5258.68,5320,5175,24611.236323
2019-04-20,5258.68,5291.73,5333.42,5230.1,19168.908274
2019-04-21,5292.91,5256.14,5314.35,5165,25549.570939
2019-04-22,5257.41,5357.14,5400,5208.35,29563.852309
2019-04-23,5357.14,5493.31,5600,5332.41,41262.103917
2019-04-24,5490.91,5415,5582.2,5333.35,48224.152413
2019-04-25,5415,5219.9,5491.84,5102,49636.089948
2019-04-26,5220.47,5314.1,5510,5161.62,48912.294513
2019-04-27,5315,5295.69,5342.5,5257.67,15422.896935
2019-04-28,5295.69,5307.52,5340,5259.48,14371.433869
2019-04-29,5309.81,5238.14,5332,5178.8,19918.135079
2019-04-30,5238.14,5320.81,5339.98,5192.15,22238.06823
2019-05-01,5321.94,5383.2,5402,5316.2,17217.473216
2019-05-02,5383.2,5492.87,5538,5370,22795.787835
2019-05-03,5494.81,5772.69,5844,5477.57,46297.172849
2019-05-04,5770.62,5829.45,5900,5587.45,39682.408991
2019-05-05,5829.83,5775.62,5839.9,5696,23822.543775
2019-05-06,5773.18,5747.79,5805,5619.14,25256.596325
2019-05-07,5749.92,5846.34,6028.41,5747.74,39905.064422
2019-05-08,5846.34,5987.29,6014.72,5772.2,23074.05152
2019-05-09,5986.66,6209.18,6224.55,5983.71,27453.011436
2019-05-10,6209.95,6373.33,6468.92,6172,36623.61079
2019-05-11,6375.16,7076.22,7343.99,6372.85,74022.424393
2019-05-12,7076.24,6967.31,7521.78,6750,86948.975339
2019-05-13,6968.24,7790.71,8100,6870,85804.735333
2019-05-14,7795.62,7947.56,8366,7599.56,76583.722603
2019-05-15,7945.26,8169.87,8249,7850,37884.327211
2019-05-16,8169.08,7866.59,8320,7705,69630.513996
2019-05-17,7868.67,7355.26,7925,6913,88752.008159
2019-05-18,7355.28,7257.45,7458,7156.61,37054.944779
2019-05-19,7257.32,8148.48,8275.09,7243.08,65577.442058
2019-05-20,8147.94,7938.15,8156.03,7553,65859.208564
2019-05-21,7937.16,7904.87,8042.32,7771,52301.752247
2019-05-22,7904.48,7628.43,8016,7465,49136.994589
2019-05-23,7627.8,7851.51,7940.98,7461,49648.184701
2019-05-24,7849.95,7964.87,8130,7766,46664.785325
2019-05-25,7964.52,8025.41,8091.8,7908.34,28414.328817
2019-05-26,8023,8614.43,8740,7833.42,49652.144567
2019-05-27,8612.54,8756.32,8908.32,8589,51886.768793
2019-05-28,8752.52,8715.64,8798.49,8510.63,31470.551534
2019-05-29,8716.87,8645.68,8750,8406.6,33880.865922
2019-05-30,8646.5,8269.54,9074.26,8005,70379.998521
2019-05-31,8267.1,8555,8594,8108.5,44727.49162
2019-06-01,8555,8544.07,8626,8442.36,31868.234157
2019-06-02,8545.1,8725.98,8814.78,8524,27835.133265
2019-06-03,8726,8115.82,8800.95,8080.8,45692.965104
2019-06-04,8115.66,7687.03,8115.66,7481.02,74143.948941
2019-06-05,7687.04,7776.5,7896.7,7572.78,48679.656455
2019-06-06,7778.08,7786.7,7868.13,7444.58,36624.118747
2019-06-07,7787.57,7980.53,8100,7737.49,33942.225658
2019-06-08,7978.94,7893.62,8044.65,7751,22657.329634
2019-06-09,7895.28,7628.13,7935,7506.66,31568.465157
2019-06-10,7627.57,7982.75,8020,7511,36756.078468
2019-06-11,7981,7884.9,8010,7692.23,30334.999427
2019-06-12,7884.9,8127.64,8200,7788.99,41597.082622
2019-06-13,8127.64,8218.54,8309.82,8010.03,30467.764341
2019-06-14,8216.44,8650,8684.41,8144.32,39835.246255
2019-06-15,8650.88,8808.7,8864.99,8567.63,31791.636039
2019-06-16,8810.77,8953.33,9333,8760,63289.251219
2019-06-17,8953,9313.96,9444,8950,47895.485374
2019-06-18,9312.13,9081.55,9336.36,8950,51554.569401
2019-06-19,9081.97,9255.49,9304,8960,32147.706495
2019-06-20,9253.76,9517.12,9590,9175.2,34556.053982
2019-06-21,9518.06,10159.86,10174.99,9518.06,50484.415892
2019-06-22,10159.86,10729.5,11160,9921.72,104169.447976
2019-06-23,10729,10906.07,11392.64,10555.18,57445.323945
2019-06-24,10905.95,11056.59,11143.63,10620.8,43101.045285
2019-06-25,11056.59,11820.86,11850,11026,61276.686648
2019-06-26,11821.28,13093.8,13970,11741,155930.147386
2019-06-27,13098.38,11329.99,13478.04,10525.1,173894.820889
2019-06-28,11329.99,12400.63,12480,10982.88,95795.203964
2019-06-29,12407.06,11903.13,12441.54,11475.02,69642.074157
2019-06-30,11903.13,10854.1,12180,10766.03,84512.530443
2019-07-01,10854.1,10624.93,11282.28,10030,90962.268271
2019-07-02,10624.9,10842.85,10938.75,9727,109561.038728
2019-07-03,10844.98,11940,11991.89,10841.04,96815.90029
2019-07-04,11940,11145.67,12000,11055,66512.221892
2019-07-05,11145.67,10970.73,11406.83,10796.44,63534.350582
2019-07-06,10982.41,11256.49,11665,10964.51,51469.496331
2019-07-07,11256.45,11406.24,11538,11094.37,38884.795599
2019-07-08,11410,12238.6,12338.03,11220,52182.367215
2019-07-09,12238.6,12543.41,12794.73,12068,78442.130343
2019-07-10,12548.51,12108.37,13147.08,11569,109246.044997
2019-07-11,12108.11,11342.89,12111.73,11000,87506.461058
2019-07-12,11342.88,11757.22,11885,11073,56321.858281
2019-07-13,11757.22,11355.76,11799.98,10830,54245.594548
2019-07-14,11355.78,10174.18,11452,10103,72517.579236
2019-07-15,10174.18,10838.72,11100,9860,81922.426332
2019-07-16,10833.78,9439.59,11028,9350.01,97219.443413
2019-07-17,9430.17,9667.92,9957,9060,84942.672717
2019-07-18,9668.86,10627.16,10788,9252,80283.310252
2019-07-19,10628.64,10504.29,10769.71,10121.84,56546.932133
2019-07-20,10505.78,10740.23,11068.99,10350,47331.899848
2019-07-21,10740.27,10589.45,10817.9,10288,38834.287935
2019-07-22,10590.15,10340.31,10683.16,10100,40467.954839
2019-07-23,10343.08,9864.91,10343.97,9822,47624.37071
2019-07-24,9864.78,9763.28,9937,9525,43475.380377
2019-07-25,9763.4,9879.87,10175,9720.03,37873.354728
2019-07-26,9882.15,9824,9889.98,9637,27167.463217
2019-07-27,9824,9476.52,10188.66,9333,43809.778301
2019-07-28,9478.92,9541.54,9594.99,9165,29401.022937
2019-07-29,9541.54,9507.64,9729,9395,29021.937411
2019-07-30,9509.07,9574.21,9714.28,9402,32536.368834
2019-07-31,9575,10080.53,10109.8,9555,39515.35456
2019-08-01,10080.53,10374.99,10467.86,9863.46,41727.637028
2019-08-02,10375,10523.75,10670,10281.35,42990.444221
2019-08-03,10523.75,10816.86,10904.77,10497.93,33802.318824
2019-08-04,10816.86,10929.23,11040,10552,39924.745141
2019-08-05,10929.99,11828.8,11937.52,10927.8,65153.673713
2019-08-06,11830,11481.69,12330.7,11226.7,76705.389875
2019-08-07,11481.69,11975.03,12141.17,11382.84,69173.390353
2019-08-08,11975.04,11999.77,12060,11521,51207.257174
2019-08-09,11994.17,11879.99,12045.68,11700,39427.152588
2019-08-10,11879.98,11309.31,11985,11270,42633.087048
2019-08-11,11309.24,11549.97,11600,11112.11,26772.90691
2019-08-12,11539.08,11396.08,11577.89,11235.32,17568.227075
2019-08-13,11398.35,10892.71,11456.16,10788.45,33234.72968
2019-08-14,10893.36,10050.37,10897.48,9928.1,54451.847499
2019-08-15,10055.16,10293.93,10460,9911,38174.45112
2019-08-16,10296.77,10331.54,10536.03,9750,51758.142918
2019-08-17,10331.15,10216.02,10465.14,10000,29000.581201
2019-08-18,10216.05,10306.78,10500,10080,24085.395172
2019-08-19,10306.17,10915.54,10930,10258.6,37243.319217
2019-08-20,10914.73,10760.51,10949.96,10560,32298.921679
2019-08-21,10760.51,10142.57,10804.13,9858,47355.719282
2019-08-22,10140.82,10099.88,10242,9762,34059.642738
